Place id,Governorate,District,"Location name
in English","Location name
in Arabic ",Latitude,Longitude,Households,Individuals,Host Families,Hotel/Motel,Rented houses,Habitual residnece (Habitable),Habitual residence (Uninhabitable),Informal settlements,"Unfinished/
Abandoned building",Non-residential structure,Religious Building,School Building,Other formal settlements/ collective centres,Other shelters,Unknown shelter type,Anbar,Babylon,Baghdad,Basrah,Dahuk,Diyala,Erbil,Kerbala,Kirkuk,Missan,Muthanna,Najaf,Ninewa,Qadissiya,Salah al-Din,Sulaymaniyah,Thi-Qar,Wassit,Pre-June14 Period,June-July14 Period,August14 Period,Post September14 Period,Post April15 Period,Post Mar16 Period,Post 17 October 16 Period,17-Jul,19-Jan,20-Jan,Open Street Map,Google Map,Bing Map
33105,Baghdad,Mahmoudiya,Al Moammen Billah-(Al Jomblatiya Southern),قرية المؤمن بالله-الجمبلاطية الجنوبية,33.028697,44.13960158,295,1770.00,,,,"1,740",30,,,,,,,,,,300,"1,470",,,,,,,,,,,,,,,,,,,"1,770",,,,,,,Maplink1,Maplink2,Maplink3
29527,Baghdad,Mahmoudiya,Al Bu solta(Al kragolyia),البو سلطان(الكرغولية),33.04239633,44.18884823,25,150.00,,,,150,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,150,,,,,,,Maplink1,Maplink2,Maplink3
29523,Baghdad,Mahmoudiya,Hay Al Shuhada(Al kragolyia),حي الشهداء(الكرغولية),33.06663345,44.23348447,"1,050",6300.00,,,,"6,300",,,,,,,,,,,306,"5,400",,,,594,,,,,,,,,,,,,,,"6,300",,,,,,,Maplink1,Maplink2,Maplink3
33261,Baghdad,Mahmoudiya,Killo-12,كيلو-12,33.034619,44.30399944,100,600.00,78,,,360,162,,,,,,,,,,96,444,,,,30,,,,,,,,,30,,,,,,600,,,,,,,Maplink1,Maplink2,Maplink3
29488,Baghdad,Mahmoudiya,Shaka-3,شاخة-3,33.0151,44.417837,99,594.00,,,,564,30,,,,,,,,,,,594,,,,,,,,,,,,,,,,,,,594,,,,,,,Maplink1,Maplink2,Maplink3
31993,Baghdad,Mahmoudiya,Mukata 16 (Al Kwam village),مقاطعة 16-قرية الكوم,33.171293,44.04186174,105,630.00,,,,570,60,,,,,,,,,,,630,,,,,,,,,,,,,,,,162,468,,,,,,,,,Maplink1,Maplink2,Maplink3
33107,Baghdad,Mahmoudiya,Al Imam Ali village-(Al Jomblatiya Southern),قرية الامام علي-الجمبلاطية الجنوبية,33.030745,44.1777793,200,1200.00,,,,"1,200",,,,,,,,,,,150,870,,,,180,,,,,,,,,,,,,,"1,200",,,,,,,,Maplink1,Maplink2,Maplink3
29493,Baghdad,Mahmoudiya,Arab Abu Lahiya village,قرية عرب ابو لحية,33.03846533,44.20030125,70,420.00,,,,402,18,,,,,,,,,,,420,,,,,,,,,,,,,,,,,,420,,,,,,,,Maplink1,Maplink2,Maplink3
29487,Baghdad,Mahmoudiya,Shaka-1,شاخة-1,33.0201,44.37080005,72,432.00,,,,390,42,,,,,,,,,,,432,,,,,,,,,,,,,,,,,,,432,,,,,,,Maplink1,Maplink2,Maplink3
33184,Baghdad,Mahmoudiya,Albo Fahad village,قرية البو فهد,33.100087,44.17404724,350,2100.00,,,,"2,100",,,,,,,,,,,240,"1,860",,,,,,,,,,,,,,,,,,,"2,100",,,,,,,Maplink1,Maplink2,Maplink3
7611,Baghdad,Mahmoudiya,The Kamas village,قرية الخماس,33.158599,44.02101952,60,360.00,,,,360,,,,,,,,,,,,360,,,,,,,,,,,,,,,,360,,,,,,,,,,Maplink1,Maplink2,Maplink3
29490,Baghdad,Mahmoudiya,Faheel Am Al Jaeer village ,قرية فحيل ام الجير,32.9908,44.31681721,411,2466.00,,,,"2,466",,,,,,,,,,,,"1,728",,,,720,,,,,,,,,18,,,,,738,"1,728",,,,,,,Maplink1,Maplink2,Maplink3
33224,Baghdad,Mahmoudiya,Al Dhaba village-Al harkawai Northen ),قرية الضبع-الحركاوي الشمالية,33.089941,44.20160598,80,480.00,,,,480,,,,,,,,,,,,480,,,,,,,,,,,,,,,,,,,480,,,,,,,Maplink1,Maplink2,Maplink3
32063,Baghdad,Mahmoudiya,The Al-Haraj villag,قرية الحرج,33.169395,44.03457267,50,300.00,,,,240,60,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,300,,,,,,,Maplink1,Maplink2,Maplink3
7350,Baghdad,Mahmoudiya,Al Mustafa village-(Al Jomblatiya Southern),قرية المصطفى-الجمبلاطية الجنوبية,33.02912141,44.17154806,400,2400.00,,,,"2,352",48,,,,,,,,,,330,"2,070",,,,,,,,,,,,,,,,"2,400",,,,,,,,,,Maplink1,Maplink2,Maplink3
33168,Baghdad,Mahmoudiya,Al Forat l village-(Al Harkawi Southern),قرية الفرات-الحركاوي الجنوبية,33.034388,44.18000477,270,1620.00,,,,"1,530",90,,,,,,,,,,,"1,440",,,,180,,,,,,,,,,,,"1,620",,,,,,,,,,Maplink1,Maplink2,Maplink3
7682,Baghdad,Mahmoudiya,Albo Awasj village,قرية البو عوسج,33.038574,44.32982286,615,3690.00,90,,,"3,420",180,,,,,,,,,,450,"3,228",,,,,,,,,,,,,12,,,,,"1,746","1,944",,,,,,,Maplink1,Maplink2,Maplink3
33109,Baghdad,Mahmoudiya,Al Motokal village-(Al Jomblatiya Northern),قرية المتوكل-الجمبلاطية الشمالية,33.02298,44.126467,175,1050.00,,,,"1,020",30,,,,,,,,,,150,900,,,,,,,,,,,,,,,,"1,050",,,,,,,,,,Maplink1,Maplink2,Maplink3
33594,Baghdad,Mahmoudiya,Arab Dawad village,قرية عرب داود,33.035234,44.15811311,38,228.00,,,,210,18,,,,,,,,,,,168,,,,60,,,,,,,,,,,,,,,228,,,,,,,Maplink1,Maplink2,Maplink3
32040,Baghdad,Mahmoudiya,Al Azam village-Mukhata 17,قرية العزم-مقاطعة 17,33.166092,44.01094316,175,1050.00,,,,960,90,,,,,,,,,,,894,,,,156,,,,,,,,,,,,"1,050",,,,,,,,,,Maplink1,Maplink2,Maplink3
33108,Baghdad,Mahmoudiya,Al Ghatawan village-Al Jomblatiya Northern),قرية الغثوان-الجمبلاطية الشمالية,33.020412,44.16747871,140,840.00,,,,840,,,,,,,,,,,180,660,,,,,,,,,,,,,,,,840,,,,,,,,,,Maplink1,Maplink2,Maplink3
29492,Baghdad,Mahmoudiya,Arab Aefan village ,قرية عرب عيفان,33.03038203,44.20667299,33,198.00,,,,198,,,,,,,,,,,,198,,,,,,,,,,,,,,,,,,,198,,,,,,,Maplink1,Maplink2,Maplink3
33102,Baghdad,Mahmoudiya,Abdallah al Kadhim-(Al Harkawai Northen ),قرية عبد الله الكاظم-الحركاوي الشمالية,33.098108,44.21779718,54,324.00,,,,204,120,,,,,,,,,,,324,,,,,,,,,,,,,,,,,,,324,,,,,,,Maplink1,Maplink2,Maplink3
33106,Baghdad,Mahmoudiya,Al Ameen village-(Al Jomblatiya Southern),قرية الامين-الجمبلاطية الجنوبية,33.04315,44.18453881,170,1020.00,,,,"1,020",,,,,,,,,,,84,804,,,,132,,,,,,,,,,,,"1,020",,,,,,,,,,Maplink1,Maplink2,Maplink3
32096,Baghdad,Mahmoudiya,Al Hakeam Al Rasheed-(Al Jomblatiya Southern),قرية الحكيم الرشيد-الجمبلاطية الجنوبية ,33.039741,44.14774844,153,918.00,,,,918,,,,,,,,,,,,660,,,,258,,,,,,,,,,,,,,918,,,,,,,,Maplink1,Maplink2,Maplink3
29524,Baghdad,Mahmoudiya,Al bu Khdear village ,قرية البو خضير ,33.03592274,44.18016014,75,450.00,,,,408,42,,,,,,,,,,,390,,,,60,,,,,,,,,,,,,,,450,,,,,,,Maplink1,Maplink2,Maplink3
33104,Baghdad,Mahmoudiya,Al Azez Al Ghaffar-(Al Jomblatiya Southern),قرية العزيز الغفار-الجمبلاطية الجنوبية,33.03348,44.16272303,120,720.00,,,,720,,,,,,,,,,,,630,,,,90,,,,,,,,,,,,720,,,,,,,,,,Maplink1,Maplink2,Maplink3
33258,Baghdad,Mahmoudiya,Killo-5,كيلو5,32.951695,44.29756881,90,540.00,78,,,342,120,,,,,,,,,,120,378,,,,,,,,,,,,,42,,,,,,540,,,,,,,Maplink1,Maplink2,Maplink3
33103,Baghdad,Mahmoudiya,Mukhta Al Jawai Al Janoobi,مقاطعة الجاوي الجنوبي,33.089934,44.24970214,75,450.00,,,,300,150,,,,,,,,,,,450,,,,,,,,,,,,,,,,,,,450,,,,,,,Maplink1,Maplink2,Maplink3
32062,Baghdad,Mahmoudiya,The Rawajeh village ,قرية الرواجح,33.149958,44.02888426,30,180.00,,,,180,,,,,,,,,,,,180,,,,,,,,,,,,,,,,180,,,,,,,,,,Maplink1,Maplink2,Maplink3
33225,Baghdad,Mahmoudiya,Albu Moufarrej Village,قرية البو مفرج,33.075557,44.14815561,350,2100.00,,,,"2,070",30,,,,,,,,,,84,"1,986",,,,,,,,,,,,,30,,,,,,"2,100",,,,,,,Maplink1,Maplink2,Maplink3
29526,Baghdad,Mahmoudiya,Shbesha Village ,قرية شبيشة(الكرغولية),33.02912152,44.21859865,150,900.00,,,,858,42,,,,,,,,,,264,588,,,,48,,,,,,,,,,,,,,288,612,,,,,,,Maplink1,Maplink2,Maplink3
33259,Baghdad,Mahmoudiya,Killo-14,كيلو-14,33.013654,44.31947094,110,660.00,24,,,528,108,,,,,,,,,,90,390,,,,96,,,,,,,,,84,,,,,342,318,,,,,,,Maplink1,Maplink2,Maplink3
29528,Baghdad,Mahmoudiya,Hay Al Dobat(Al kragolyia),حي الضباط(الكرغولية),33.050911,44.20509358,210,1260.00,,,,"1,230",30,,,,,,,,,,,"1,260",,,,,,,,,,,,,,,,,,168,"1,092",,,,,,,Maplink1,Maplink2,Maplink3
32064,Baghdad,Mahmoudiya,Albo Aesa-Mukhata 16,مقاطعة 16-قرية البو عيسى,33.169397,44.03463052,20,120.00,,,,108,12,,,,,,,,,,,120,,,,,,,,,,,,,,,,120,,,,,,,,,,Maplink1,Maplink2,Maplink3
22382,Baghdad,Mahmoudiya,Al Muaghith village-(Al Jomblatiya Southern),قرية المغيث-الجمبلاطية الجنوبية,33.03975373,44.16086072,210,1260.00,,,,"1,230",30,,,,,,,,,,,"1,260",,,,,,,,,,,,,,,,,,,"1,260",,,,,,,Maplink1,Maplink2,Maplink3
33110,Baghdad,Mahmoudiya,Al Abraar village-(Al Jomblatiya Northern),قرية الابرار-الجمبلاطية الشمالية,33.025292,44.13709516,300,1800.00,,,,"1,770",30,,,,,,,,,,360,"1,440",,,,,,,,,,,,,,,,"1,800",,,,,,,,,,Maplink1,Maplink2,Maplink3
7685,Baghdad,Mahmoudiya,shaka-4,شاخة-4,32.9756,44.42205175,110,660.00,,,,570,90,,,,,,,,,,,660,,,,,,,,,,,,,,,,,,660,,,,,,,,Maplink1,Maplink2,Maplink3
33685,Baghdad,Tarmia,13 Al Dhabat-obedat Village,13 ضبات-قرية العبيدات,33.661111,44.16717229,49,294.00,,,,294,,,,,,,,,,,,294,,,,,,,,,,,,,,,,,,,294,,,,,,,Maplink1,Maplink2,Maplink3
33768,Baghdad,Tarmia,15 Masaaod-Mahmmod Suliman village,15 مسعود-قرية محمود سليمان,33.663169,44.144328,23,138.00,,,,138,,,,,,,,,,,,120,,,,18,,,,,,,,,,,,,,,138,,,,,,,Maplink1,Maplink2,Maplink3
33767,Baghdad,Tarmia,15 Masaaod-Daham al Baraa village,15 مسعود-قرية دحام البرع,33.651072,44.152526,29,174.00,,,,174,,,,,,,,,,,,144,,,,30,,,,,,,,,,,,,,,174,,,,,,,Maplink1,Maplink2,Maplink3
33785,Baghdad,Tarmia,14 Abar-Naji Khalaf Ramadan village,قرية ناجي خلف رمضان-14 ابار,33.65647,44.158748,26,156.00,,,,156,,,,,,,,,,,,156,,,,,,,,,,,,,,,,,,,156,,,,,,,Maplink1,Maplink2,Maplink3
33784,Baghdad,Tarmia,14 Abar-Rabie Aday village,قرية ربيع عداي14 ابار,33.666063,44.144141,29,174.00,,,,144,30,,,,,,,,,,,144,,,,18,,,,,,,,,12,,,,,,174,,,,,,,Maplink1,Maplink2,Maplink3
33458,Baghdad,Tarmia,14 Abar village 5,قرية5-14 ابار,33.59278,44.17550949,94,564.00,,,,552,12,,,,,,,,,,,564,,,,,,,,,,,,,,,,,,,564,,,,,,,Maplink1,Maplink2,Maplink3
33966,Baghdad,Tarmia,7 Mijman-Al Makarm village,قرية المكارم  -7مجمان,33.735034,44.259467,23,138.00,,,,114,24,,,,,,,,,,,138,,,,,,,,,,,,,,,,,,,138,,,,,,,Maplink1,Maplink2,Maplink3
33598,Baghdad,Tarmia,15 Masaaod-Hatem al Mutlak village,15مسعود-قرية حاتم المطلك,33.730339,44.19337857,40,240.00,,,,192,48,,,,,,,,,,,210,,,,12,,,,,,,,,18,,,,,,240,,,,,,,Maplink1,Maplink2,Maplink3
33786,Baghdad,Tarmia,7 Mijman-Mohammed Horam village,قرية محمد حوران-7 مجمان,33.710049,44.189709,27,162.00,,,,162,,,,,,,,,,,,162,,,,,,,,,,,,,,,,,,,162,,,,,,,Maplink1,Maplink2,Maplink3
33469,Baghdad,Tarmia,14 Abar villge 7,قرية 7-14 ابار,33.639982,44.15827469,79,474.00,,,,432,42,,,,,,,,,,,474,,,,,,,,,,,,,,,,,,,474,,,,,,,Maplink1,Maplink2,Maplink3
33597,Baghdad,Tarmia,15 Masaaod-Al Anaz village,15 مسعود-قرية العناز,33.603544,44.19506962,71,426.00,,,,354,72,,,,,,,,,,,360,,,,30,,,,,,,,,36,,,,,,426,,,,,,,Maplink1,Maplink2,Maplink3
33783,Baghdad,Tarmia,7 Mijman AlTha'er,7مجمان قرية الثائر,33.687319,44.274888,19,114.00,,,,96,18,,,,,,,,,,,114,,,,,,,,,,,,,,,,,,,114,,,,,,,Maplink1,Maplink2,Maplink3
33523,Baghdad,Tarmia,13 Al Dhabat-Abo Khameas,الضبات 13-قرية البو خميس,33.636245,44.19982996,76,456.00,,,,402,54,,,,,,,,,,,420,,,,12,,,,,,,,,24,,,,,,456,,,,,,,Maplink1,Maplink2,Maplink3
33686,Baghdad,Tarmia,13 Al Dhabat-Albou Jari,13 ضبات-قرية البوجاري,33.662336,44.18387426,41,246.00,,,,228,18,,,,,,,,,,,246,,,,,,,,,,,,,,,,,,,246,,,,,,,Maplink1,Maplink2,Maplink3
33513,Baghdad,Tarmia,Alo Khtaia village,قرية البو كطاية,33.729284,44.2384923,81,486.00,,,,486,,,,,,,,,,,,486,,,,,,,,,,,,,,,,,,,486,,,,,,,Maplink1,Maplink2,Maplink3
25425,Baghdad,Tarmia,Nadeem-1 Village,قرية نديم-1,33.58658509,44.2375657,72,432.00,,,,408,24,,,,,,,,,,,420,,,,12,,,,,,,,,,,,,,,432,,,,,,,Maplink1,Maplink2,Maplink3
33764,Baghdad,Tarmia,Asmail Mohammed village,قرية اسماعيل محمد,33.674171,44.14263,33,198.00,,,,198,,,,,,,,,,,,198,,,,,,,,,,,,,,,,,,,198,,,,,,,Maplink1,Maplink2,Maplink3
33782,Baghdad,Tarmia,7 Mijman Mahmmod al Najim village,7 مجمان قرية محمود النجم,33.618863,44.260194,30,180.00,,,,162,18,,,,,,,,,,,180,,,,,,,,,,,,,,,,,,,180,,,,,,,Maplink1,Maplink2,Maplink3
33524,Baghdad,Tarmia,13 Al Dhabat-Albo Rabeea,الضبات 13-قرية البو ربيع,33.631607,44.2332298,85,510.00,,,,474,36,,,,,,,,,,,480,,,,,,,,,,,,,30,,,,,,510,,,,,,,Maplink1,Maplink2,Maplink3
33478,Baghdad,Tarmia,13 Al Dhabat-Al Harat village,الضبات13-قرية الحرات,33.648361,44.23412776,86,516.00,,,,492,24,,,,,,,,,,,498,,,,,,,,,,,,,18,,,,,,516,,,,,,,Maplink1,Maplink2,Maplink3
33512,Baghdad,Tarmia,14 Abar-Latif Al Hasan,قرية لطيف الحسن-14 ابار,33.674249,44.18381425,83,498.00,,,,498,,,,,,,,,,,,498,,,,,,,,,,,,,,,,,,,498,,,,,,,Maplink1,Maplink2,Maplink3
33766,Baghdad,Tarmia,Salah Al Ajaj village,قرية صالح العجاج,33.651898,44.117908,35,210.00,,,,186,24,,,,,,,,,,,210,,,,,,,,,,,,,,,,,,,210,,,,,,,Maplink1,Maplink2,Maplink3
33468,Baghdad,Tarmia,Jasim Mohamed Khalf villge,قرية جاسم محمد خلف,33.628196,44.17434571,54,324.00,,,,300,24,,,,,,,,,,,324,,,,,,,,,,,,,,,,,,,324,,,,,,,Maplink1,Maplink2,Maplink3
7467,Baghdad,Tarmia,13 Al Dhabat-Dawad Al Hasan,الضبات 13-قرية داود الحسن,33.64375,44.23590041,88,528.00,,,,504,24,,,,,,,,,,,528,,,,,,,,,,,,,,,,,,,528,,,,,,,Maplink1,Maplink2,Maplink3
33595,Baghdad,Tarmia,7 Mijman-Al Wisan village,7 مجمان-قرية الويسان,33.663811,44.23794062,43,258.00,,,,234,24,,,,,,,,,,,258,,,,,,,,,,,,,,,,,,,258,,,,,,,Maplink1,Maplink2,Maplink3
33765,Baghdad,Tarmia,Mosa Al Awad villge,قرية موسى العواد,33.660469,44.164283,26,156.00,,,,144,12,,,,,,,,,,,138,,,,18,,,,,,,,,,,,,,,156,,,,,,,Maplink1,Maplink2,Maplink3
25426,Baghdad,Tarmia,Nadeem-2 Village,قرية نديم-2,33.59031197,44.23883435,50,300.00,,,,270,30,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,300,,,,,,,Maplink1,Maplink2,Maplink3
33479,Baghdad,Tarmia,13 Al Dhabat-Albo Shanedakh village,الضبات13-قرية البو شنيدخ,33.650835,44.23742545,71,426.00,,,,378,48,,,,,,,,,,,426,,,,,,,,,,,,,,,,,,,426,,,,,,,Maplink1,Maplink2,Maplink3
33457,Baghdad,Tarmia,14 Abar village 6,قرية6-14 ابار,33.627204,44.18176405,110,660.00,,,,642,18,,,,,,,,,,,660,,,,,,,,,,,,,,,,,,,660,,,,,,,Maplink1,Maplink2,Maplink3
33596,Baghdad,Tarmia,7 Mijman-Tal al Tassa village,7 مجمان-قرية تل الطاسة,33.655567,44.24849449,48,288.00,,,,228,60,,,,,,,,,,,288,,,,,,,,,,,,,,,,,,,288,,,,,,,Maplink1,Maplink2,Maplink3
33511,Baghdad,Tarmia,13 Al Dhabat-Albo Abdo village,الضبات13-قرية البوعبدو,33.68781,44.24027125,91,546.00,,,,546,,,,,,,,,,,,546,,,,,,,,,,,,,,,,,,,546,,,,,,,Maplink1,Maplink2,Maplink3
33965,Baghdad,Tarmia,7 Mijman-Albu Firas village,قرية البو  فارس -7مجمان,33.729619,44.25776723,20,120.00,,,,84,36,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,120,,,,,,,Maplink1,Maplink2,Maplink3
23620,Dahuk,Zakho,Fishkhaboor,فيشخابور,37.06728813,42.37686231,128,768.00,,,,768,,,,,,,,,,,,,,768,,,,,,,,,,,,,,,,,,,,,768,,,Maplink1,Maplink2,Maplink3
28464,Diyala,Al-Khalis,Albo Sarah Village,قرية البو سراح,34.24224496,44.19070386,38,228.00,,,,228,,,,,,,,,,,,,,,,,,228,,,,,,,,,,,228,,,,,,,,,Maplink1,Maplink2,Maplink3
25662,Diyala,Al-Khalis,Al-Arabdah Village,قرية العرابضة,34.08057011,44.91897311,318,1908.00,,,,"1,908",,,,,,,,,,,,,,,"1,380",,,,,,,,,,528,,,,"1,908",,,,,,,,,Maplink1,Maplink2,Maplink3
25671,Diyala,Al-Khalis,Bizayiz Sherwin Village,قرية بزايز شروين,34.040578,44.8808821,272,1632.00,,,,"1,632",,,,,,,,,,,,,,,"1,104",,,228,,,,,,,300,,,,,,"1,632",,,,,,,Maplink1,Maplink2,Maplink3
21165,Diyala,Al-Khalis,Albo Baker,البو بكر,34.429905,44.51358778,175,1050.00,,,,660,390,,,,,,,,,,,,,,660,,,330,,,,,,,60,,,,"1,050",,,,,,,,,Maplink1,Maplink2,Maplink3
26057,Diyala,Al-Khalis,Al Rmelat Village,قرية الرميلات,34.07924516,44.86342382,37,222.00,,,,222,,,,,,,,,,,,,,,222,,,,,,,,,,,,,,222,,,,,,,,,Maplink1,Maplink2,Maplink3
28467,Diyala,Al-Khalis,Al Wehdaa Village(Albo Maree),قرية الوحدة(البو مرعي),34.35875971,44.55374501,98,588.00,,,,588,,,,,,,,,,,,,,,534,,,54,,,,,,,,,,,588,,,,,,,,,Maplink1,Maplink2,Maplink3
25658,Diyala,Al-Khalis,Al Aqssa Village,قرية الاقصى,34.06562598,44.87051512,180,1080.00,,,,"1,080",,,,,,,,,,,,,,,750,,,150,,,,,,,180,,,,,,"1,080",,,,,,,Maplink1,Maplink2,Maplink3
27162,Diyala,Al-Khalis,Cokchan Village,قرية كوكجان,34.32459932,44.74343266,140,840.00,,,,600,240,,,,,,,,,,,,,,120,,,720,,,,,,,,,,,840,,,,,,,,,Maplink1,Maplink2,Maplink3
33546,Diyala,Al-Khalis,Al Gabal village,قرية الجبل,34.08092227,44.95318428,110,660.00,,,,480,180,,,,,,,,,,,,,,540,,,120,,,,,,,,,,,,,660,,,,,,,Maplink1,Maplink2,Maplink3
28466,Diyala,Al-Khalis,Albo Nagem Village,قرية البو نجم,34.36430714,44.56021972,25,150.00,,,,150,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,150,,,,,,,,,Maplink1,Maplink2,Maplink3
25680,Diyala,Al-Khalis,Alwan Al Hadid Village,قرية علوان الحديد,34.02365221,44.86528639,100,600.00,,,,552,48,,,,,,,,,,,,,,492,,,54,,,,,,,54,,,,,,600,,,,,,,Maplink1,Maplink2,Maplink3
27168,Diyala,Al-Khalis,Mijbas village,قرية مجباس,34.11369954,44.50562768,10,60.00,,,,60,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,60,,,,,,,,,Maplink1,Maplink2,Maplink3
26058,Diyala,Al-Khalis,Dalli Abass-Al-Shuhada Qtr,دلي عباس-حي الشهداء,34.0676524,44.86550222,271,1626.00,,,,"1,626",,,,,,,,,,,,,,,"1,464",,,102,,,,,,,60,,,,"1,626",,,,,,,,,Maplink1,Maplink2,Maplink3
26076,Diyala,Al-Khalis,Dwaleeb Al Imam Village,قرية دواليب الامام,34.06872629,44.89547535,200,1200.00,,,,"1,200",,,,,,,,,,,,,,,"1,200",,,,,,,,,,,,,,"1,200",,,,,,,,,Maplink1,Maplink2,Maplink3
25656,Diyala,Al-Khalis,Dalli Abass-Kurd Ali,دلي عباس-كرد علي,34.07003074,44.8597311,220,1320.00,,,,"1,320",,,,,,,,,,,,,,,960,,,210,,,,,,,150,,,,"1,320",,,,,,,,,Maplink1,Maplink2,Maplink3
26074,Diyala,Al-Khalis,Arab Hafeedh Village,قرية عرب حفيظ,34.12586517,44.84068814,135,810.00,,,,810,,,,,,,,,,,,,,,750,,,,,,,,,,60,,,,810,,,,,,,,,Maplink1,Maplink2,Maplink3
25659,Diyala,Al-Khalis,Al Bayat Village,قرية البيات,34.09172564,44.93655141,47,282.00,,,,282,,,,,,,,,,,,,,,192,,,,,,,,,,90,,,,,,282,,,,,,,Maplink1,Maplink2,Maplink3
25676,Diyala,Al-Khalis,Al Mansouriyah-Hamada Village,المنصورية-قرية حماده,34.03136641,44.86764431,150,900.00,,,,858,42,,,,,,,,,,,,,,468,,,300,,,,,,,132,,,,,,900,,,,,,,Maplink1,Maplink2,Maplink3
25651,Diyala,Al-Khalis,Dalli Abass-The Old Qtr,دلي عباس-الحي القديم,34.0736824,44.86341629,455,2730.00,,,,"2,730",,,,,,,,,,,,,,,"2,130",,,270,,,,,,,330,,,,"2,730",,,,,,,,,Maplink1,Maplink2,Maplink3
25669,Diyala,Al-Khalis,Somair village,قرية أسمير,34.05691902,44.88435256,200,1200.00,,,,"1,164",36,,,,,,,,,,,,,,498,,,270,,,,,,,432,,,,,,"1,200",,,,,,,Maplink1,Maplink2,Maplink3
27175,Diyala,Al-Khalis,Sfait village,قرية قرية سفيط,34.03462509,44.31699621,60,360.00,,,,330,30,,,,,,,,,,,,,,,,,360,,,,,,,,,,,360,,,,,,,,,Maplink1,Maplink2,Maplink3
27171,Diyala,Al-Khalis,Hassan Al Habib village,قرية حسن الحبيب,34.10178995,44.46227895,8,48.00,,,,48,,,,,,,,,,,,,,,18,,,30,,,,,,,,,,,48,,,,,,,,,Maplink1,Maplink2,Maplink3
29562,Diyala,Al-Khalis,Al Shalahmaa Village,قرية الشلاهمة,34.28089312,44.53213216,15,90.00,,,,90,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,90,,,,,,,,,Maplink1,Maplink2,Maplink3
25670,Diyala,Al-Khalis,Bazaiz Al Mashroo Village,قرية بزايز المشروع,34.07514466,44.7781863,65,390.00,,,,390,,,,,,,,,,,,,,,342,,,48,,,,,,,,,,,390,,,,,,,,,Maplink1,Maplink2,Maplink3
27178,Diyala,Al-Khalis,Al Tholathi village,قرية الثلاثي,34.03451827,44.36884398,45,270.00,,,,270,,,,,,,,,,,,,,,90,,,180,,,,,,,,,,,270,,,,,,,,,Maplink1,Maplink2,Maplink3
27182,Diyala,Al-Khalis,Al Batat village,قرية البطات,34.21615364,44.51186941,33,198.00,,,,198,,,,,,,,,,,,,,,,,,198,,,,,,,,,,,198,,,,,,,,,Maplink1,Maplink2,Maplink3
27173,Diyala,Al-Khalis,Albo Hassoni village,قرية البوحسوني,34.11501639,44.41363765,13,78.00,,,,78,,,,,,,,,,,,,,,,,,78,,,,,,,,,,,78,,,,,,,,,Maplink1,Maplink2,Maplink3
27167,Diyala,Al-Khalis,Hassan Dhayi village,قرية حسن ضايع,34.10402853,44.41580079,15,90.00,,,,90,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,90,,,,,,,,,Maplink1,Maplink2,Maplink3
29610,Diyala,Al-Khalis,Albo Hnayhen Village,قرية البو حنيحن,34.51168309,44.54273505,106,636.00,,,,600,36,,,,,,,,,,,,,,,,,636,,,,,,,,,,,636,,,,,,,,,Maplink1,Maplink2,Maplink3
25681,Diyala,Al-Khalis,Ali Abdulla village,قرية علي العبد الله,34.12538413,44.84147141,12,72.00,,,,72,,,,,,,,,,,,,,,60,,,12,,,,,,,,,,,,,72,,,,,,,Maplink1,Maplink2,Maplink3
27157,Diyala,Al-Khalis,Albo Shreh Village,قرية البو شريح,34.23302623,44.52817652,7,42.00,,,,42,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,42,,,,,,,,,Maplink1,Maplink2,Maplink3
27176,Diyala,Al-Khalis,Al Darawish village,قرية الدراويش,34.0436755,44.30724781,70,420.00,,,,420,,,,,,,,,,,,,,,,,,420,,,,,,,,,,,420,,,,,,,,,Maplink1,Maplink2,Maplink3
27159,Diyala,Al-Khalis,Al Safra al saghera village,قرية الصفرة الصغيرة,34.32690556,44.7244238,51,306.00,,,,306,,,,,,,,,,,,,,,96,,,210,,,,,,,,,,,306,,,,,,,,,Maplink1,Maplink2,Maplink3
27163,Diyala,Al-Khalis,Albo Elaywi village,قرية البو عليوي,34.36530362,44.63188098,22,132.00,,,,120,12,,,,,,,,,,,,,,,,,132,,,,,,,,,,,132,,,,,,,,,Maplink1,Maplink2,Maplink3
27170,Diyala,Al-Khalis,Hassan Al Shamari village,قرية حسن الشمري,34.23265987,44.51767855,5,30.00,,,,30,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,30,,,,,,,,,Maplink1,Maplink2,Maplink3
11270,Diyala,Al-Khalis,Um al Hawali village,قرية ام الحوالي,34.36468541,44.60197001,126,756.00,,,,606,150,,,,,,,,,,,,,,24,,,732,,,,,,,,,,,756,,,,,,,,,Maplink1,Maplink2,Maplink3
